Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
GCA_018268415.1	Brown_P.bin.1	88.54	10.10	15.28	JAFDWO010000100.1 MAG: Actinobacteria bacterium isolate SZAS-9 LIN-455__100__length-68355, whole genome shotgun sequence	Brown_NODE_99_length_19635_cov_4.899081
GCA_903827735.1	Green_AP.bin.2	90.91	34.86	40.75	CAIKJM010000001.1 uncultured Rhodanobacter sp. isolate MJ130820A_bin-077 genome assembly, contig: bin-077:001/686, whole genome shotgun sequence	Green_NODE_102_length_41392_cov_6.594334
GCF_014200755.1	Green_AP.bin.2	89.45	35.75	47.59	NZ_JACHCM010000001.1 Rhodanobacter sp. ANJX3 Ga0401199_01, whole genome shotgun sequence	Green_NODE_102_length_41392_cov_6.594334
GCF_014207185.1	Green_AP.bin.2	86.16	11.57	16.82	NZ_JACHCP010000001.1 Rhodanobacter sp. A1T4 Ga0401203_01, whole genome shotgun sequence	Green_NODE_102_length_41392_cov_6.594334
GCF_000317475.1	Green_AO.bin.4	96.14	54.07	73.41	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	Green_NODE_10_length_32363_cov_7.724000
GCA_014695175.1	Green_AO.bin.4	93.75	51.58	56.95	JACJNV010000001.1 Microcoleus sp. FACHB-DQ6 contig1, whole genome shotgun sequence	Green_NODE_10_length_32363_cov_7.724000
GCF_022701275.1	Green_AO.bin.4	93.58	52.59	57.82	NZ_CP031740.1 Microcoleus vaginatus PCC 9802 strain PCC9802 chromosome, complete genome	Green_NODE_10_length_32363_cov_7.724000
GCF_022701255.1	Green_AO.bin.4	93.16	50.14	55.61	NZ_CP031705.1 Microcoleus vaginatus HSN003 chromosome, complete genome	Green_NODE_10_length_32363_cov_7.724000
GCF_013179805.1	Green_AO.bin.4	92.92	46.31	57.36	NZ_SRRZ01000001.1 Microcoleus asticus IPMA8 template.sbt_1, whole genome shotgun sequence	Green_NODE_10_length_32363_cov_7.724000
GCA_014695295.1	Green_AO.bin.4	92.92	49.49	53.80	JACJNY010000001.1 Microcoleus sp. FACHB-61 contig1, whole genome shotgun sequence	Green_NODE_10_length_32363_cov_7.724000
GCF_015207455.1	Green_AO.bin.4	88.37	19.30	21.53	NZ_JADEWV010000051.1 Microcoleus sp. LEGE 07076 NODE_100_length_34972_cov_5.09858, whole genome shotgun sequence	Green_NODE_10_length_32363_cov_7.724000
GCF_015207285.1	Green_AO.bin.4	88.29	20.98	22.80	NZ_JADEXD010000074.1 Tychonema sp. LEGE 07203 NODE_100_length_30382_cov_5.841183, whole genome shotgun sequence	Green_NODE_10_length_32363_cov_7.724000
GCF_015207505.1	Green_AO.bin.4	88.20	20.79	22.37	NZ_JADEWT010000100.1 Tychonema sp. LEGE 06208 NODE_100_length_24234_cov_12.5392, whole genome shotgun sequence	Green_NODE_10_length_32363_cov_7.724000
GCA_004293365.1	Green_AO.bin.4	88.01	17.09	20.47	RDYN01000013.1 MAG: Oscillatoriales cyanobacterium isolate PH2015_07U_46_236 PH2015_07U_scaffold_10, whole genome shotgun sequence	Green_NODE_10_length_32363_cov_7.724000
GCA_004292955.1	Green_AO.bin.4	87.75	14.59	17.48	RDXX01000008.1 MAG: Oscillatoriales cyanobacterium isolate PH2015_09S_45_247 PH2015_09S_scaffold_0, whole genome shotgun sequence	Green_NODE_10_length_32363_cov_7.724000
GCA_003003725.1	Green_AO.bin.4	87.51	17.54	19.13	PVWI01000370.1 Filamentous cyanobacterium Phorm 6 NODE_1005_length_5334_cov_5.19174_ID_101365, whole genome shotgun sequence	Green_NODE_10_length_32363_cov_7.724000
GCA_013299185.1	Green_AO.bin.4	87.29	13.19	16.27	JAAFKG010000001.1 MAG: Microcoleus sp. bin48.metabat.b7b8b9.023 WN_Microcoleus_1_scaffold_1, whole genome shotgun sequence	Green_NODE_10_length_32363_cov_7.724000
GCA_013299165.1	Green_AO.bin.4	86.82	13.98	16.21	JAAFKD010000001.1 MAG: Microcoleus sp. bin38.metabat.b11b12b14.051 WN_Microcoleus_2_scaffold_1, whole genome shotgun sequence	Green_NODE_10_length_32363_cov_7.724000
GCF_000241485.1	Green_AP.bin.10	91.23	34.45	54.90	NZ_JH584241.1 Sphingomonas sp. PAMC 26605 scaffold00001, whole genome shotgun sequence	Green_NODE_121_length_39373_cov_17.011649
GCF_014653575.1	Green_AP.bin.10	90.77	28.62	42.49	NZ_BNAQ01000001.1 Sphingomonas glacialis strain CGMCC 1.8957 sequence01, whole genome shotgun sequence	Green_NODE_121_length_39373_cov_17.011649
GCF_006439055.1	Green_AP.bin.10	89.90	28.90	49.21	NZ_RCZC01000001.1 Sphingomonas glacialis strain E6.1 scaffold1.1, whole genome shotgun sequence	Green_NODE_121_length_39373_cov_17.011649
GCA_903844135.1	Green_AP.bin.12	86.71	29.41	33.36	CAIMSN010000001.1 uncultured Rhodospirillales bacterium isolate MJ130916B_bin-262 genome assembly, contig: bin-262:001/147, whole genome shotgun sequence	Green_NODE_14_length_79633_cov_13.380206
GCF_003050705.1	Green_AP.bin.8	91.13	27.99	42.35	NZ_QAOG01000001.1 Sphingomonas aurantiaca strain MA101b Ga0191660_101, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_001421805.1	Green_AP.bin.8	90.77	30.33	41.03	NZ_LMLC01000001.1 Sphingomonas sp. Leaf34 contig_1, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_003688625.1	Green_AP.bin.8	88.97	34.80	47.49	NZ_RCWY01000001.1 Sphingomonas sp. PP-CE-3A-406 Ga0191674_11, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_001422045.1	Green_AP.bin.8	88.94	31.26	46.10	NZ_LMLW01000001.1 Sphingomonas sp. Leaf242 contig_1, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_013374115.1	Green_AP.bin.8	88.94	23.88	32.79	NZ_AP022673.1 Sphingomonas sp. HMP9 chromosome, complete genome	Green_NODE_17_length_78177_cov_7.740534
GCF_004341085.1	Green_AP.bin.8	88.93	29.10	47.63	NZ_SLXW01000001.1 Sphingomonas sp. PP-CE-1G-424 Ga0191677_101, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_001424005.1	Green_AP.bin.8	88.86	33.14	47.76	NZ_LMPX01000001.1 Sphingomonas sp. Leaf198 contig_1, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_003688595.1	Green_AP.bin.8	88.69	32.63	45.96	NZ_RCWT01000009.1 Sphingomonas sp. PP-F2F-G114-C0414 Ga0191679_101, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_024273235.1	Green_AP.bin.8	88.31	19.10	30.92	NZ_JANBVH010000001.1 Sphingomonas faeni strain ALB2 Sphingomonas_00001, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_004101245.1	Green_AP.bin.8	88.00	21.90	31.93	NZ_SCIN01000010.1 Sphingomonas sp. UV9 NODE_10_length_7935_cov_15.2329, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_004340945.1	Green_AP.bin.8	87.91	20.31	31.73	NZ_SLYD01000001.1 Sphingomonas sp. PP-F2F-A104-K0414 Ga0191680_101, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_004795835.1	Green_AP.bin.8	87.83	20.65	30.35	NZ_CP039249.1 Sphingomonas sp. PAMC26645 chromosome, complete genome	Green_NODE_17_length_78177_cov_7.740534
GCF_900115295.1	Green_AP.bin.8	87.79	17.95	31.09	NZ_FOVZ01000020.1 Sphingomonas sp. OK281, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_014358075.1	Green_AP.bin.8	87.75	24.61	34.25	NZ_JACONT010000001.1 Sphingomonas albertensis strain DOAB 1063 DOAB1063_contig_1, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_023195535.1	Green_AP.bin.8	87.75	21.25	29.30	NZ_JALPNF010000010.1 Sphingomonas faeni strain ERG1.4 NODE_10_length_107387_cov_49.794061, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_001421415.1	Green_AP.bin.8	87.65	19.02	30.68	NZ_LMKH01000001.1 Sphingomonas sp. Leaf208 contig_1, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCA_003240625.1	Green_AP.bin.8	87.64	22.71	26.03	QFMX01000001.1 MAG: Sphingomonas taxi isolate S2_018_000_R3_119 S2_018_000_R3_scaffold_0, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_003050745.1	Green_AP.bin.8	87.58	21.13	29.65	NZ_QAOF01000001.1 Sphingomonas sp. PP-CE-3G-477 Ga0191675_101, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_001421745.1	Green_AP.bin.8	87.52	20.45	29.07	NZ_LMKW01000001.1 Sphingomonas sp. Leaf230 contig_1, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_024124765.1	Green_AP.bin.8	87.47	18.02	29.89	NZ_JAMXSR010000003.1 Sphingomonas sp. H160509 plasmid unnamed1, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_003053745.1	Green_AP.bin.8	87.41	20.06	30.16	NZ_QAYE01000001.1 Sphingomonas faeni strain MA-olki Ga0191658_101, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_003610375.1	Green_AP.bin.8	87.34	21.70	30.08	NZ_RAPZ01000010.1 Sphingomonas sp. PP-CC-1A-547 Ga0191672_101, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCA_021154945.1	Green_AP.bin.8	87.29	19.95	26.02	JAJNQF010000441.1 MAG: Sphingomonas sp. isolate MAG_52 k141_101541, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_004340965.1	Green_AP.bin.8	87.21	20.34	30.59	NZ_SLYA01000001.1 Sphingomonas sp. PP-CE-1A-559 Ga0191671_101, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_001421535.1	Green_AP.bin.8	86.76	12.54	18.55	NZ_LMKN01000001.1 Sphingomonas sp. Leaf20 contig_1, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCF_003046295.1	Green_AP.bin.8	85.90	13.74	18.04	NZ_PZZN01000001.1 Sphingomonas aerolata strain NW12 Ga0191659_11, whole genome shotgun sequence	Green_NODE_17_length_78177_cov_7.740534
GCA_903970445.1	Green_V.bin.3	98.00	87.23	87.38	CAJCIP010000001.1 Verrucomicrobia bacterium Tous-C9LFEB isolate BOG_genome_mining.57 genome assembly, contig: k141_10354618, whole genome shotgun sequence	Green_NODE_1_length_141020_cov_9.218281
GCF_002949735.1	Green_W.bin.2	90.27	25.36	32.10	NZ_CP026681.1 Nostoc sp. 'Peltigera membranacea cyanobiont' N6 chromosome, complete genome	Green_NODE_1_length_50011_cov_11.523701
GCF_000020025.1	Green_W.bin.2	89.86	21.91	28.23	NC_010628.1 Nostoc punctiforme PCC 73102, complete sequence	Green_NODE_1_length_50011_cov_11.523701
GCA_017115105.1	Green_W.bin.2	89.83	25.33	27.28	JABXKH010000037.1 MAG: Nostoc sp. NMS2 NODE_1004_length_54257_cov_263.969, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_014222285.1	Green_W.bin.2	89.81	22.04	26.55	NZ_JACKZS010000100.1 Nostoc sp. UCD121 NODE_100_length_26602_cov_10.0063_ID_199, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_013343235.1	Green_W.bin.2	89.79	23.57	26.45	NZ_CP040094.1 Nostoc sp. TCL240-02 chromosome, complete genome	Green_NODE_1_length_50011_cov_11.523701
GCF_015206895.1	Green_W.bin.2	89.65	22.27	27.93	NZ_JADEXU010000372.1 Nostoc sp. LEGE 12450 NODE_1008_length_1984_cov_7.55143, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_014698035.1	Green_W.bin.2	89.65	21.35	28.65	NZ_JACJSF010000001.1 Desmonostoc muscorum FACHB-395 contig1, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_020829495.1	Green_W.bin.2	89.48	19.22	23.27	NZ_JAIVFQ010000100.1 Nostoc favosum CHAB5714 strain CHAB 5714 NODE_100_length_23539_cov_77.513497, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_014698505.1	Green_W.bin.2	89.45	20.64	26.04	NZ_JACJTD010000001.1 Nostoc foliaceum FACHB-393 contig1, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_020829645.1	Green_W.bin.2	89.44	16.79	23.61	NZ_JAIVFS010000100.1 Nostoc mirabile CHAB5784 strain CHAB 5784 NODE_100_length_27368_cov_74.878455, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_015207245.1	Green_W.bin.2	89.43	16.73	11.89	NZ_JADEXF010000696.1 Nostoc cf. edaphicum LEGE 07299 NODE_1000_length_3406_cov_2.44343, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCA_017115025.1	Green_W.bin.2	89.43	23.19	25.15	JABXKM010000183.1 MAG: Nostoc sp. NOS(2021) isolate NOS NODE_100_length_26290_cov_12.0183, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCA_023522315.1	Green_W.bin.2	89.31	22.43	22.58	JAHCSU010000001.1 Nostoc sp. CCCryo 231-06 CCCRYO23106-1, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_020829665.1	Green_W.bin.2	89.16	20.68	23.86	NZ_JAIVFT010000099.1 Nostoc sp. CHAB 5824 NODE_100_length_2603_cov_1.607835, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCA_017114945.1	Green_W.bin.2	89.13	21.44	23.85	JABXKQ010000154.1 MAG: Nostoc sp. JL34 NODE_10081_length_4269_cov_110.219, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_002813575.1	Green_W.bin.2	89.05	16.09	23.41	NZ_CP024785.1 Nostoc flagelliforme CCNUN1 chromosome, complete genome	Green_NODE_1_length_50011_cov_11.523701
GCA_017114995.1	Green_W.bin.2	88.98	19.33	22.24	JABXKL010000079.1 MAG: Nostoc sp. NMS9 NODE_100_length_106577_cov_165.704, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_001712795.1	Green_W.bin.2	88.94	17.64	23.05	NZ_KV757537.1 Nostoc sp. KVJ20 contig_1, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCA_019359245.1	Green_W.bin.2	88.91	18.00	22.29	JAHHHR010000039.1 MAG: Nostoc desertorum CM1-VF14 scaffold_104_c1, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCA_020829485.1	Green_W.bin.2	88.88	16.20	21.45	JAIVFU010000100.1 Nostoc sp. CHAB 5834 NODE_100_length_23040_cov_33.349452, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_002246015.1	Green_W.bin.2	88.85	18.83	22.30	NZ_NOLJ01000001.1 Nostoc sp. 'Peltigera membranacea cyanobiont' 210A scaffold1, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_014023275.1	Green_W.bin.2	88.69	18.09	21.40	NZ_CP054698.1 Nostoc edaphicum CCNP1411 chromosome, complete genome	Green_NODE_1_length_50011_cov_11.523701
GCF_003443655.1	Green_W.bin.2	88.67	22.08	21.00	NZ_CP031941.1 Nostoc sphaeroides strain Kutzing En chromosome, complete genome	Green_NODE_1_length_50011_cov_11.523701
GCA_003326195.1	Green_W.bin.2	88.64	17.35	22.71	LXQE01000001.1 Nostoc punctiforme NIES-2108 scaffold100.1, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCA_017114985.1	Green_W.bin.2	88.62	22.72	22.98	JABXKP010000009.1 MAG: Nostoc sp. JL33 NODE_102_length_105054_cov_82.7826, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCA_019359215.1	Green_W.bin.2	88.60	16.95	21.39	JAHHHS010000032.1 MAG: Nostoc indistinguendum CM1-VF10 scaffold_101_c1, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_014698795.1	Green_W.bin.2	88.57	17.68	22.72	NZ_JACJTR010000001.1 Nostoc sp. FACHB-892 contig1, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_002949795.1	Green_W.bin.2	88.56	19.91	20.79	NZ_CP026692.1 Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont' strain 5183 chromosome, complete genome	Green_NODE_1_length_50011_cov_11.523701
GCF_003113895.1	Green_W.bin.2	88.49	18.26	21.30	NZ_BDUD01000001.1 Nostoc commune NIES-4072, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_013393905.1	Green_W.bin.2	88.47	15.98	22.45	NZ_CP040272.1 Nostoc sp. C052 chromosome, complete genome	Green_NODE_1_length_50011_cov_11.523701
GCA_017115045.1	Green_W.bin.2	88.43	17.87	20.16	JABXKK010000051.1 MAG: Nostoc sp. NMS8 NODE_1002_length_29601_cov_94.6024, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCA_017115085.1	Green_W.bin.2	88.39	18.88	22.25	JABXKJ010000184.1 MAG: Nostoc sp. NMS7 NODE_1004_length_47126_cov_26.7183, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_020829625.1	Green_W.bin.2	88.36	19.32	22.55	NZ_JAIVFX010000100.1 Nostoc sp. XA010 NODE_100_length_6105_cov_109.485948, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCA_015206945.1	Green_W.bin.2	88.29	16.93	20.19	JADEXV010000067.1 Nostocales cyanobacterium LEGE 12452 NODE_100_length_33014_cov_4.53295, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
